Key	Company	Position	Location	Category	Experience_Level	Salary
748166d6fd092336	Avery Dennison	Operations Early Career Program	Mentor, OH 44060	ME	ENTRY_LEVEL	Estimated $71.8K - $90.9K a year
2acf190d67e327c0	UL Solutions	Engineer- Fire Resistance	Northbrook, IL	ME	ENTRY_LEVEL	Estimated $69.3K - $87.8K a year
e93c489ff7dbcdf0	ESP	VDC Engineers- Commercial/High Rise/Ground Up	Woodland Hills, CA 91364	ME	ENTRY_LEVEL	$80,507.93 - $110,600.95 a year
a948dfb492faefad	Energenecs	Field Service Technician – Mechanical	Saukville, WI 53080	ME	ENTRY_LEVEL	Estimated $49.1K - $62.2K a year
bb7b9d5d27643446	Wipro Givon USA	Junior Manufacturing Engineer	Everett, WA 98203	ME	ENTRY_LEVEL	$26 - $32 an hour
ee1d5e58e36ca9c2	Commercial Metals Company	Mechanical Engineer	Durant, OK 74701	ME	ENTRY_LEVEL	Estimated $72K - $91.2K a year
50c4e054021ca491	Janicki Industries	Project Engineer - All Levels	Sedro-Woolley, WA 98284	ME	ENTRY_LEVEL	$68,000 - $145,000 a year
ff5ea8d8d6e6d804	HITECH MECHANICAL SERVICES	Mandarin and English Bilingual Mechanical Engineer	Flushing, NY 11354	ME	ENTRY_LEVEL	From $55,000 a year
1152188052cf982a	GRAEF	Mechanical Engineer-Entry Level P1	Milwaukee, WI 53203 (Kilbourn Town area)	ME	ENTRY_LEVEL	Estimated $59.2K - $75K a year
de2135fe56ddc44f	HII	Mechanical Engineer 1 (Engineer Mechanical 1) - 17002	Newport News, VA	ME	ENTRY_LEVEL	Estimated $78.2K - $99K a year
d0b96df1ff945e82	Gallagher-Kaiser	SUSTAINABILITY ENGINEER	Troy, MI 48083	ME	ENTRY_LEVEL	Estimated $79.3K - $100K a year
7af4973fca64c583	Jacobs	Mechanical Engineer Professional - ECS/GCS/HVAC	Kennedy Space Center, FL	ME	ENTRY_LEVEL	Estimated $74.4K - $94.3K a year
